,humidity,temperature
2015-01-01 00:00:00-06:00,0.73,38.74
2015-01-01 01:00:00-06:00,0.74,38.56
2015-01-01 02:00:00-06:00,0.75,38.56
2015-01-01 03:00:00-06:00,0.79,37.97
2015-01-01 04:00:00-06:00,0.8,37.78
2015-01-01 05:00:00-06:00,0.92,36.35
2015-01-01 06:00:00-06:00,0.97,35.27
2015-01-01 07:00:00-06:00,0.96,35.46
2015-01-01 08:00:00-06:00,0.96,35.65
2015-01-01 09:00:00-06:00,0.96,36.36
2015-01-01 10:00:00-06:00,0.99,36.92
2015-01-01 11:00:00-06:00,0.98,37.29
2015-01-01 12:00:00-06:00,0.98,37.47
2015-01-01 13:00:00-06:00,0.97,37.95
2015-01-01 14:00:00-06:00,0.97,38.13
2015-01-01 15:00:00-06:00,0.99,38.24
2015-01-01 16:00:00-06:00,0.98,38.64
2015-01-01 17:00:00-06:00,0.99,39.04
2015-01-01 18:00:00-06:00,0.98,39.04
2015-01-01 19:00:00-06:00,0.99,38.83
2015-01-01 20:00:00-06:00,0.99,38.83
2015-01-01 21:00:00-06:00,0.99,39.76
2015-01-01 22:00:00-06:00,0.99,39.76
2015-01-01 23:00:00-06:00,0.99,39.76
2015-01-02 00:00:00-06:00,0.99,39.94
2015-01-02 01:00:00-06:00,0.99,39.76
2015-01-02 02:00:00-06:00,0.99,39.58
2015-01-02 03:00:00-06:00,0.99,38.83
2015-01-02 04:00:00-06:00,0.99,39.02
2015-01-02 05:00:00-06:00,0.99,39.02
2015-01-02 06:00:00-06:00,0.98,39.23
2015-01-02 07:00:00-06:00,0.99,39.02
2015-01-02 08:00:00-06:00,0.99,39.95
2015-01-02 09:00:00-06:00,0.99,40.13
2015-01-02 10:00:00-06:00,0.99,40.83
2015-01-02 11:00:00-06:00,0.96,41.76
2015-01-02 12:00:00-06:00,0.95,42.06
2015-01-02 13:00:00-06:00,0.98,42.65
2015-01-02 14:00:00-06:00,0.99,42.65
2015-01-02 15:00:00-06:00,0.99,42.65
2015-01-02 16:00:00-06:00,0.99,42.65
2015-01-02 17:00:00-06:00,0.99,42.65
2015-01-02 18:00:00-06:00,0.98,41.72
2015-01-02 19:00:00-06:00,0.99,41.54
2015-01-02 20:00:00-06:00,0.99,41.32
2015-01-02 21:00:00-06:00,0.97,40.95
2015-01-02 22:00:00-06:00,0.97,40.74
2015-01-02 23:00:00-06:00,0.97,40.36
2015-01-03 00:00:00-06:00,0.97,39.57
2015-01-03 01:00:00-06:00,0.99,39.75
2015-01-03 02:00:00-06:00,0.99,39.94
2015-01-03 03:00:00-06:00,0.99,40.16
2015-01-03 04:00:00-06:00,0.99,40.65
2015-01-03 05:00:00-06:00,0.99,40.65
2015-01-03 06:00:00-06:00,0.96,40.34
2015-01-03 07:00:00-06:00,0.98,40.16
2015-01-03 08:00:00-06:00,0.96,40.16
2015-01-03 09:00:00-06:00,0.93,41.76
2015-01-03 10:00:00-06:00,0.88,43.78
2015-01-03 11:00:00-06:00,0.84,45.32
2015-01-03 12:00:00-06:00,0.78,47.06
2015-01-03 13:00:00-06:00,0.73,50.5
2015-01-03 14:00:00-06:00,0.65,54.02
2015-01-03 15:00:00-06:00,0.55,57.77
2015-01-03 16:00:00-06:00,0.54,59.16
2015-01-03 17:00:00-06:00,0.6,57.22
2015-01-03 18:00:00-06:00,0.74,51.66
2015-01-03 19:00:00-06:00,0.83,47.39
2015-01-03 20:00:00-06:00,0.86,45.55
2015-01-03 21:00:00-06:00,0.89,43.92
2015-01-03 22:00:00-06:00,0.93,41.52
2015-01-03 23:00:00-06:00,0.92,41.07
2015-01-04 00:00:00-06:00,0.97,41.83
2015-01-04 01:00:00-06:00,0.93,40.85
2015-01-04 02:00:00-06:00,0.9,39.73
2015-01-04 03:00:00-06:00,0.91,38.78
2015-01-04 04:00:00-06:00,0.85,39.74
2015-01-04 05:00:00-06:00,0.76,41.66
2015-01-04 06:00:00-06:00,0.75,40.99
2015-01-04 07:00:00-06:00,0.78,39.66
2015-01-04 08:00:00-06:00,0.78,40.18
2015-01-04 09:00:00-06:00,0.72,42.37
2015-01-04 10:00:00-06:00,0.68,45.26
2015-01-04 11:00:00-06:00,0.61,46.72
2015-01-04 12:00:00-06:00,0.54,47.14
2015-01-04 13:00:00-06:00,0.49,47.64
2015-01-04 14:00:00-06:00,0.49,47.64
2015-01-04 15:00:00-06:00,0.47,47.73
2015-01-04 16:00:00-06:00,0.47,46.53
2015-01-04 17:00:00-06:00,0.49,44.0
2015-01-04 18:00:00-06:00,0.57,41.26
2015-01-04 19:00:00-06:00,0.62,39.19
2015-01-04 20:00:00-06:00,0.66,37.21
2015-01-04 21:00:00-06:00,0.68,35.92
2015-01-04 22:00:00-06:00,0.71,34.32
2015-01-04 23:00:00-06:00,0.72,33.28
2015-01-05 00:00:00-06:00,0.67,33.95
2015-01-05 01:00:00-06:00,0.73,32.29
2015-01-05 02:00:00-06:00,0.72,31.59
2015-01-05 03:00:00-06:00,0.74,30.48
2015-01-05 04:00:00-06:00,0.75,29.89
2015-01-05 05:00:00-06:00,0.77,29.17
2015-01-05 06:00:00-06:00,0.76,29.55
2015-01-05 07:00:00-06:00,0.79,28.1
2015-01-05 08:00:00-06:00,0.78,28.69
2015-01-05 09:00:00-06:00,0.7,31.97
2015-01-05 10:00:00-06:00,0.62,35.15
2015-01-05 11:00:00-06:00,0.55,37.97
2015-01-05 12:00:00-06:00,0.48,41.25
2015-01-05 13:00:00-06:00,0.44,45.16
2015-01-05 14:00:00-06:00,0.41,47.34
2015-01-05 15:00:00-06:00,0.39,49.14
2015-01-05 16:00:00-06:00,0.41,49.02
2015-01-05 17:00:00-06:00,0.42,48.47
2015-01-05 18:00:00-06:00,0.53,44.63
2015-01-05 19:00:00-06:00,0.65,39.93
2015-01-05 20:00:00-06:00,0.67,38.61
2015-01-05 21:00:00-06:00,0.69,37.57
2015-01-05 22:00:00-06:00,0.7,37.72
2015-01-05 23:00:00-06:00,0.71,37.3
2015-01-06 00:00:00-06:00,0.73,36.98
2015-01-06 01:00:00-06:00,0.76,35.89
2015-01-06 02:00:00-06:00,0.74,36.44
2015-01-06 03:00:00-06:00,0.74,36.85
2015-01-06 04:00:00-06:00,0.78,35.72
2015-01-06 05:00:00-06:00,0.83,34.79
2015-01-06 06:00:00-06:00,0.81,35.48
2015-01-06 07:00:00-06:00,0.79,36.38
2015-01-06 08:00:00-06:00,0.78,36.6
2015-01-06 09:00:00-06:00,0.7,42.08
2015-01-06 10:00:00-06:00,0.54,49.67
2015-01-06 11:00:00-06:00,0.43,55.59
2015-01-06 12:00:00-06:00,0.35,60.43
2015-01-06 13:00:00-06:00,0.29,64.28
2015-01-06 14:00:00-06:00,0.26,66.27
2015-01-06 15:00:00-06:00,0.26,67.5
2015-01-06 16:00:00-06:00,0.29,66.49
2015-01-06 17:00:00-06:00,0.34,63.49
2015-01-06 18:00:00-06:00,0.41,58.06
2015-01-06 19:00:00-06:00,0.53,52.69
2015-01-06 20:00:00-06:00,0.58,50.75
2015-01-06 21:00:00-06:00,0.63,48.23
2015-01-06 22:00:00-06:00,0.68,46.79
2015-01-06 23:00:00-06:00,0.7,45.88
2015-01-07 00:00:00-06:00,0.71,46.93
2015-01-07 01:00:00-06:00,0.78,45.33
2015-01-07 02:00:00-06:00,0.77,44.51
2015-01-07 03:00:00-06:00,0.8,43.92
2015-01-07 04:00:00-06:00,0.78,44.37
2015-01-07 05:00:00-06:00,0.8,43.67
2015-01-07 06:00:00-06:00,0.8,43.19
2015-01-07 07:00:00-06:00,0.77,43.89
2015-01-07 08:00:00-06:00,0.75,44.1
2015-01-07 09:00:00-06:00,0.65,46.4
2015-01-07 10:00:00-06:00,0.58,47.95
2015-01-07 11:00:00-06:00,0.56,48.25
2015-01-07 12:00:00-06:00,0.5,48.84
2015-01-07 13:00:00-06:00,0.5,48.01
2015-01-07 14:00:00-06:00,0.48,49.23
2015-01-07 15:00:00-06:00,0.46,49.88
2015-01-07 16:00:00-06:00,0.46,47.52
2015-01-07 17:00:00-06:00,0.48,43.44
2015-01-07 18:00:00-06:00,0.47,41.14
2015-01-07 19:00:00-06:00,0.44,38.74
2015-01-07 20:00:00-06:00,0.39,37.36
2015-01-07 21:00:00-06:00,0.38,34.84
2015-01-07 22:00:00-06:00,0.36,33.55
2015-01-07 23:00:00-06:00,0.38,31.36
2015-01-08 00:00:00-06:00,0.42,29.95
2015-01-08 01:00:00-06:00,0.45,28.55
2015-01-08 02:00:00-06:00,0.44,27.44
2015-01-08 03:00:00-06:00,0.45,25.97
2015-01-08 04:00:00-06:00,0.5,24.74
2015-01-08 05:00:00-06:00,0.52,23.97
2015-01-08 06:00:00-06:00,0.51,23.48
2015-01-08 07:00:00-06:00,0.53,22.34
2015-01-08 08:00:00-06:00,0.51,23.57
2015-01-08 09:00:00-06:00,0.45,26.26
2015-01-08 10:00:00-06:00,0.45,27.1
2015-01-08 11:00:00-06:00,0.43,28.51
2015-01-08 12:00:00-06:00,0.43,29.73
2015-01-08 13:00:00-06:00,0.44,30.51
2015-01-08 14:00:00-06:00,0.43,33.07
2015-01-08 15:00:00-06:00,0.44,33.83
2015-01-08 16:00:00-06:00,0.48,34.43
2015-01-08 17:00:00-06:00,0.52,34.42
2015-01-08 18:00:00-06:00,0.54,33.83
2015-01-08 19:00:00-06:00,0.56,34.15
2015-01-08 20:00:00-06:00,0.57,34.63
2015-01-08 21:00:00-06:00,0.57,34.94
2015-01-08 22:00:00-06:00,0.58,36.17
2015-01-08 23:00:00-06:00,0.58,36.57
2015-01-09 00:00:00-06:00,0.61,36.57
2015-01-09 01:00:00-06:00,0.6,37.31
2015-01-09 02:00:00-06:00,0.61,37.78
2015-01-09 03:00:00-06:00,0.61,37.97
2015-01-09 04:00:00-06:00,0.66,37.82
2015-01-09 05:00:00-06:00,0.71,37.44
2015-01-09 06:00:00-06:00,0.72,37.44
2015-01-09 07:00:00-06:00,0.81,36.48
2015-01-09 08:00:00-06:00,0.93,34.97
2015-01-09 09:00:00-06:00,0.9,36.08
2015-01-09 10:00:00-06:00,0.83,36.78
2015-01-09 11:00:00-06:00,0.78,36.78
2015-01-09 12:00:00-06:00,0.8,36.48
2015-01-09 13:00:00-06:00,0.75,36.88
2015-01-09 14:00:00-06:00,0.72,36.67
2015-01-09 15:00:00-06:00,0.72,36.29
2015-01-09 16:00:00-06:00,0.7,36.29
2015-01-09 17:00:00-06:00,0.69,36.59
2015-01-09 18:00:00-06:00,0.7,36.19
2015-01-09 19:00:00-06:00,0.73,35.37
2015-01-09 20:00:00-06:00,0.8,34.23
2015-01-09 21:00:00-06:00,0.76,34.97
2015-01-09 22:00:00-06:00,0.73,35.49
2015-01-09 23:00:00-06:00,0.66,35.89
2015-01-10 00:00:00-06:00,0.6,36.19
2015-01-10 01:00:00-06:00,0.58,36.4
2015-01-10 02:00:00-06:00,0.57,36.59
2015-01-10 03:00:00-06:00,0.61,36.38
2015-01-10 04:00:00-06:00,0.65,35.49
2015-01-10 05:00:00-06:00,0.7,34.05
2015-01-10 06:00:00-06:00,0.7,33.83
2015-01-10 07:00:00-06:00,0.74,33.83
2015-01-10 08:00:00-06:00,0.72,33.62
2015-01-10 09:00:00-06:00,0.77,33.83
2015-01-10 10:00:00-06:00,0.83,33.44
2015-01-10 11:00:00-06:00,0.87,33.95
2015-01-10 12:00:00-06:00,0.88,34.14
2015-01-10 13:00:00-06:00,0.91,35.08
2015-01-10 14:00:00-06:00,0.95,34.57
2015-01-10 15:00:00-06:00,0.95,34.97
2015-01-10 16:00:00-06:00,0.95,35.27
2015-01-10 17:00:00-06:00,0.95,35.06
2015-01-10 18:00:00-06:00,0.96,34.87
2015-01-10 19:00:00-06:00,0.96,34.57
2015-01-10 20:00:00-06:00,0.96,34.78
2015-01-10 21:00:00-06:00,0.99,34.97
2015-01-10 22:00:00-06:00,0.99,34.97
2015-01-10 23:00:00-06:00,0.99,34.97
2015-01-11 00:00:00-06:00,0.99,34.97
2015-01-11 01:00:00-06:00,0.99,34.97
2015-01-11 02:00:00-06:00,0.96,35.49
2015-01-11 03:00:00-06:00,0.96,35.49
2015-01-11 04:00:00-06:00,0.96,35.89
2015-01-11 05:00:00-06:00,0.99,35.89
2015-01-11 06:00:00-06:00,0.98,36.08
2015-01-11 07:00:00-06:00,0.98,36.08
2015-01-11 08:00:00-06:00,0.99,36.59
2015-01-11 09:00:00-06:00,0.98,37.22
2015-01-11 10:00:00-06:00,0.99,38.36
2015-01-11 11:00:00-06:00,0.96,39.66
2015-01-11 12:00:00-06:00,0.94,40.55
2015-01-11 13:00:00-06:00,0.91,42.77
2015-01-11 14:00:00-06:00,0.88,44.79
2015-01-11 15:00:00-06:00,0.87,46.15
2015-01-11 16:00:00-06:00,0.87,46.53
2015-01-11 17:00:00-06:00,0.88,46.74
2015-01-11 18:00:00-06:00,0.92,46.16
2015-01-11 19:00:00-06:00,0.93,46.16
2015-01-11 20:00:00-06:00,0.94,46.16
2015-01-11 21:00:00-06:00,0.94,46.34
2015-01-11 22:00:00-06:00,0.92,46.11
2015-01-11 23:00:00-06:00,0.93,45.97
2015-01-12 00:00:00-06:00,0.95,45.36
2015-01-12 01:00:00-06:00,0.97,45.18
2015-01-12 02:00:00-06:00,0.98,44.89
2015-01-12 03:00:00-06:00,0.99,44.79
2015-01-12 04:00:00-06:00,0.99,44.79
2015-01-12 05:00:00-06:00,1.0,44.09
2015-01-12 06:00:00-06:00,1.0,43.78
2015-01-12 07:00:00-06:00,1.0,43.57
2015-01-12 08:00:00-06:00,1.0,43.38
2015-01-12 09:00:00-06:00,1.0,44.49
2015-01-12 10:00:00-06:00,0.98,43.88
2015-01-12 11:00:00-06:00,0.98,43.45
2015-01-12 12:00:00-06:00,0.96,43.57
2015-01-12 13:00:00-06:00,0.92,43.78
2015-01-12 14:00:00-06:00,0.89,44.08
2015-01-12 15:00:00-06:00,0.87,44.08
2015-01-12 16:00:00-06:00,0.8,44.06
2015-01-12 17:00:00-06:00,0.78,43.97
2015-01-12 18:00:00-06:00,0.81,43.04
2015-01-12 19:00:00-06:00,0.8,42.85
2015-01-12 20:00:00-06:00,0.8,43.38
2015-01-12 21:00:00-06:00,0.81,42.85
2015-01-12 22:00:00-06:00,0.83,42.56
2015-01-12 23:00:00-06:00,0.86,41.33
2015-01-13 00:00:00-06:00,0.9,39.85
2015-01-13 01:00:00-06:00,0.9,39.45
2015-01-13 02:00:00-06:00,0.91,38.53
2015-01-13 03:00:00-06:00,0.91,37.78
2015-01-13 04:00:00-06:00,0.92,37.12
2015-01-13 05:00:00-06:00,0.92,36.93
2015-01-13 06:00:00-06:00,0.88,36.58
2015-01-13 07:00:00-06:00,0.89,36.39
2015-01-13 08:00:00-06:00,0.87,36.39
2015-01-13 09:00:00-06:00,0.86,36.97
2015-01-13 10:00:00-06:00,0.87,37.12
2015-01-13 11:00:00-06:00,0.83,38.27
2015-01-13 12:00:00-06:00,0.82,38.86
2015-01-13 13:00:00-06:00,0.8,39.76
2015-01-13 14:00:00-06:00,0.79,39.97
2015-01-13 15:00:00-06:00,0.78,40.37
2015-01-13 16:00:00-06:00,0.77,41.08
2015-01-13 17:00:00-06:00,0.79,40.77
2015-01-13 18:00:00-06:00,0.79,40.55
2015-01-13 19:00:00-06:00,0.84,40.18
2015-01-13 20:00:00-06:00,0.82,40.18
2015-01-13 21:00:00-06:00,0.85,39.97
2015-01-13 22:00:00-06:00,0.86,39.59
2015-01-13 23:00:00-06:00,0.86,39.04
2015-01-14 00:00:00-06:00,0.88,38.74
2015-01-14 01:00:00-06:00,0.89,38.55
2015-01-14 02:00:00-06:00,0.88,38.37
2015-01-14 03:00:00-06:00,0.88,38.55
2015-01-14 04:00:00-06:00,0.9,38.46
2015-01-14 05:00:00-06:00,0.91,38.46
2015-01-14 06:00:00-06:00,0.91,38.46
2015-01-14 07:00:00-06:00,0.87,38.86
2015-01-14 08:00:00-06:00,0.86,39.04
2015-01-14 09:00:00-06:00,0.85,39.04
2015-01-14 10:00:00-06:00,0.82,39.76
2015-01-14 11:00:00-06:00,0.85,39.97
2015-01-14 12:00:00-06:00,0.84,40.27
2015-01-14 13:00:00-06:00,0.87,39.56
2015-01-14 14:00:00-06:00,0.89,40.08
2015-01-14 15:00:00-06:00,0.88,40.57
2015-01-14 16:00:00-06:00,0.89,40.35
2015-01-14 17:00:00-06:00,0.88,40.38
2015-01-14 18:00:00-06:00,0.93,39.56
2015-01-14 19:00:00-06:00,0.94,39.78
2015-01-14 20:00:00-06:00,0.96,39.78
2015-01-14 21:00:00-06:00,0.96,39.78
2015-01-14 22:00:00-06:00,0.96,39.78
2015-01-14 23:00:00-06:00,0.96,39.04
2015-01-15 00:00:00-06:00,0.96,38.16
2015-01-15 01:00:00-06:00,0.96,38.37
2015-01-15 02:00:00-06:00,0.94,38.37
2015-01-15 03:00:00-06:00,0.94,37.97
2015-01-15 04:00:00-06:00,0.92,38.37
2015-01-15 05:00:00-06:00,0.91,37.97
2015-01-15 06:00:00-06:00,0.91,37.97
2015-01-15 07:00:00-06:00,0.88,38.18
2015-01-15 08:00:00-06:00,0.86,38.18
2015-01-15 09:00:00-06:00,0.83,39.64
2015-01-15 10:00:00-06:00,0.71,43.59
2015-01-15 11:00:00-06:00,0.63,47.51
2015-01-15 12:00:00-06:00,0.56,50.1
2015-01-15 13:00:00-06:00,0.52,52.77
2015-01-15 14:00:00-06:00,0.48,54.94
2015-01-15 15:00:00-06:00,0.49,55.53
2015-01-15 16:00:00-06:00,0.49,55.71
2015-01-15 17:00:00-06:00,0.52,54.83
2015-01-15 18:00:00-06:00,0.6,51.51
2015-01-15 19:00:00-06:00,0.7,46.57
2015-01-15 20:00:00-06:00,0.77,43.78
2015-01-15 21:00:00-06:00,0.83,41.57
2015-01-15 22:00:00-06:00,0.86,39.98
2015-01-15 23:00:00-06:00,0.88,39.25
2015-01-16 00:00:00-06:00,0.89,38.9
2015-01-16 01:00:00-06:00,0.91,36.56
2015-01-16 02:00:00-06:00,0.93,35.46
2015-01-16 03:00:00-06:00,0.93,35.08
2015-01-16 04:00:00-06:00,0.94,35.39
2015-01-16 05:00:00-06:00,0.94,33.86
2015-01-16 06:00:00-06:00,0.89,35.83
2015-01-16 07:00:00-06:00,0.95,33.2
2015-01-16 08:00:00-06:00,0.94,34.38
2015-01-16 09:00:00-06:00,0.85,42.34
2015-01-16 10:00:00-06:00,0.74,48.75
2015-01-16 11:00:00-06:00,0.57,53.91
2015-01-16 12:00:00-06:00,0.5,57.08
2015-01-16 13:00:00-06:00,0.42,60.18
2015-01-16 14:00:00-06:00,0.39,61.5
2015-01-16 15:00:00-06:00,0.38,62.88
2015-01-16 16:00:00-06:00,0.39,62.69
2015-01-16 17:00:00-06:00,0.43,60.26
2015-01-16 18:00:00-06:00,0.52,55.17
2015-01-16 19:00:00-06:00,0.62,50.59
2015-01-16 20:00:00-06:00,0.65,48.93
2015-01-16 21:00:00-06:00,0.73,46.45
2015-01-16 22:00:00-06:00,0.73,46.04
2015-01-16 23:00:00-06:00,0.74,46.83
2015-01-17 00:00:00-06:00,0.74,47.36
2015-01-17 01:00:00-06:00,0.75,47.29
2015-01-17 02:00:00-06:00,0.78,45.72
2015-01-17 03:00:00-06:00,0.84,43.24
2015-01-17 04:00:00-06:00,0.87,41.8
2015-01-17 05:00:00-06:00,0.91,40.63
2015-01-17 06:00:00-06:00,0.92,39.21
2015-01-17 07:00:00-06:00,0.92,38.51
2015-01-17 08:00:00-06:00,0.91,40.25
2015-01-17 09:00:00-06:00,0.77,47.41
2015-01-17 10:00:00-06:00,0.66,53.17
2015-01-17 11:00:00-06:00,0.58,58.48
2015-01-17 12:00:00-06:00,0.51,63.55
2015-01-17 13:00:00-06:00,0.48,65.54
2015-01-17 14:00:00-06:00,0.47,66.24
2015-01-17 15:00:00-06:00,0.46,67.43
2015-01-17 16:00:00-06:00,0.43,68.05
2015-01-17 17:00:00-06:00,0.46,66.29
2015-01-17 18:00:00-06:00,0.53,62.33
2015-01-17 19:00:00-06:00,0.54,58.67
2015-01-17 20:00:00-06:00,0.5,58.49
2015-01-17 21:00:00-06:00,0.49,57.23
2015-01-17 22:00:00-06:00,0.46,56.05
2015-01-17 23:00:00-06:00,0.45,56.54
2015-01-18 00:00:00-06:00,0.47,55.1
2015-01-18 01:00:00-06:00,0.52,52.31
2015-01-18 02:00:00-06:00,0.51,51.82
2015-01-18 03:00:00-06:00,0.57,48.62
2015-01-18 04:00:00-06:00,0.56,48.3
2015-01-18 05:00:00-06:00,0.62,45.7
2015-01-18 06:00:00-06:00,0.62,45.42
2015-01-18 07:00:00-06:00,0.71,42.0
2015-01-18 08:00:00-06:00,0.7,42.18
2015-01-18 09:00:00-06:00,0.53,51.59
2015-01-18 10:00:00-06:00,0.41,57.56
2015-01-18 11:00:00-06:00,0.35,62.2
2015-01-18 12:00:00-06:00,0.28,64.78
2015-01-18 13:00:00-06:00,0.24,67.7
2015-01-18 14:00:00-06:00,0.22,68.95
2015-01-18 15:00:00-06:00,0.21,70.19
2015-01-18 16:00:00-06:00,0.23,69.07
2015-01-18 17:00:00-06:00,0.27,65.91
2015-01-18 18:00:00-06:00,0.35,58.57
2015-01-18 19:00:00-06:00,0.42,54.29
2015-01-18 20:00:00-06:00,0.45,51.44
2015-01-18 21:00:00-06:00,0.52,47.69
2015-01-18 22:00:00-06:00,0.57,46.29
2015-01-18 23:00:00-06:00,0.6,44.95
2015-01-19 00:00:00-06:00,0.54,47.54
2015-01-19 01:00:00-06:00,0.63,42.83
2015-01-19 02:00:00-06:00,0.72,40.4
2015-01-19 03:00:00-06:00,0.74,40.43
2015-01-19 04:00:00-06:00,0.78,38.72
2015-01-19 05:00:00-06:00,0.83,36.45
2015-01-19 06:00:00-06:00,0.81,38.85
2015-01-19 07:00:00-06:00,0.86,36.42
2015-01-19 08:00:00-06:00,0.87,39.61
2015-01-19 09:00:00-06:00,0.78,50.13
2015-01-19 10:00:00-06:00,0.7,57.33
2015-01-19 11:00:00-06:00,0.61,62.65
2015-01-19 12:00:00-06:00,0.47,66.48
2015-01-19 13:00:00-06:00,0.42,68.81
2015-01-19 14:00:00-06:00,0.4,71.63
2015-01-19 15:00:00-06:00,0.38,72.44
2015-01-19 16:00:00-06:00,0.37,72.25
2015-01-19 17:00:00-06:00,0.42,69.03
2015-01-19 18:00:00-06:00,0.51,64.85
2015-01-19 19:00:00-06:00,0.6,59.15
2015-01-19 20:00:00-06:00,0.66,56.85
2015-01-19 21:00:00-06:00,0.74,54.02
2015-01-19 22:00:00-06:00,0.77,52.8
2015-01-19 23:00:00-06:00,0.82,51.17
2015-01-20 00:00:00-06:00,0.84,51.71
2015-01-20 01:00:00-06:00,0.88,48.6
2015-01-20 02:00:00-06:00,0.91,47.4
2015-01-20 03:00:00-06:00,0.93,48.07
2015-01-20 04:00:00-06:00,0.95,45.99
2015-01-20 05:00:00-06:00,0.94,45.45
2015-01-20 06:00:00-06:00,0.95,45.66
2015-01-20 07:00:00-06:00,0.97,44.51
2015-01-20 08:00:00-06:00,0.97,44.94
2015-01-20 09:00:00-06:00,0.93,49.76
2015-01-20 10:00:00-06:00,0.76,55.47
2015-01-20 11:00:00-06:00,0.61,60.87
2015-01-20 12:00:00-06:00,0.47,67.16
2015-01-20 13:00:00-06:00,0.41,71.07
2015-01-20 14:00:00-06:00,0.36,74.13
